Unnamed: 0,location_x,location_y,remaining_min,power_of_shot,knockout_match,remaining_sec,distance_of_shot,is_goal,area_of_shot,shot_basics,range_of_shot,shot_id_number
4926,-123.0,49.0,8.0,3.0,0.0,39.0,33.0,0.0,2,4,2,4927
4927,-172.0,191.0,5.0,3.0,0.0,56.0,45.0,0.0,1,5,1,4928
4928,0.0,0.0,5.0,3.0,0.0,30.0,20.0,,0,0,4,4929
4929,54.0,56.0,4.0,3.0,0.0,14.0,27.0,0.0,0,1,4,4930
4930,0.0,0.0,3.0,3.0,0.0,22.0,20.0,0.0,-1,0,4,4931
4931,-26.0,86.0,1.0,3.0,0.0,21.0,28.0,0.0,0,1,2,4932
4932,-16.0,104.0,11.0,4.0,0.0,45.0,30.0,1.0,0,1,2,4933
4933,112.0,166.0,4.883233224643899,4.0,0.0,31.0,40.0,1.0,4,4,0,4934
4934,161.0,26.0,8.0,4.0,0.0,48.0,36.0,0.0,5,4,0,4935
4935,181.0,204.0,4.883233224643899,4.0,0.0,26.0,47.0,,4,5,1,4936
4936,0.0,0.0,2.0,4.0,0.0,21.0,20.0,0.0,0,0,4,4937
4937,0.0,0.0,10.0,1.0,0.0,56.0,20.0,1.0,0,0,4,4938
4938,77.0,178.0,10.0,1.0,0.0,24.0,39.0,,4,-1,0,4939
4939,-6.0,87.0,7.0,1.0,0.0,27.0,28.0,1.0,0,1,2,4940
4940,-107.0,160.0,6.0,1.0,0.0,32.0,39.0,0.0,1,4,0,4941
4941,174.0,191.0,2.0,3.0,0.0,19.0,45.0,0.0,4,5,1,4942
4942,144.0,-21.0,10.0,2.0,0.0,59.0,34.0,0.0,5,4,2,4943
4943,176.0,102.0,10.0,2.0,0.0,28.329381850668316,40.0,0.0,5,4,0,4944
4944,164.0,191.0,2.0,2.0,0.0,38.0,45.0,0.0,-1,5,1,4945
4945,0.0,0.0,0.0,2.0,0.0,6.0,20.0,1.0,0,0,4,4946
4946,-161.0,191.0,11.0,3.0,0.0,26.0,44.0,0.0,1,5,1,4947
4947,133.0,-8.0,11.0,3.0,0.0,1.0,33.0,,5,-1,2,4948
4948,0.0,0.0,10.0,3.0,0.0,33.0,20.0,1.0,0,0,4,4949
4949,130.0,71.0,9.0,3.0,0.0,21.0,34.0,0.0,5,4,2,4950
4950,153.0,28.0,8.0,3.0,0.0,25.0,35.0,,5,4,2,4951
4951,0.0,0.0,5.0,3.0,0.0,53.0,20.0,1.0,0,0,-1,4952
4952,117.0,74.0,5.0,3.0,0.0,18.0,45.0,0.0,4,5,1,4953
4953,0.0,0.0,4.0,3.0,0.0,29.0,20.0,0.0,0,0,-1,4954
4954,161.0,92.0,4.0,3.0,0.0,13.0,38.0,1.0,5,4,0,4955
4955,176.0,-14.0,2.0,3.0,0.0,41.0,37.0,,5,4,0,4956
4956,23.0,66.0,1.0,3.0,0.0,32.0,26.0,0.0,0,1,4,4957
4957,0.0,0.0,1.0,3.0,0.0,22.0,20.0,0.0,0,0,4,4958
4958,121.0,123.0,10.0,4.0,0.0,41.0,37.0,1.0,4,4,0,4959
4959,0.0,0.0,9.0,4.0,0.0,57.0,35.0,1.0,0,0,4,4960
4960,84.0,183.0,9.0,4.0,0.0,15.0,40.0,,4,4,0,4961
4961,0.0,0.0,9.0,4.0,0.0,8.0,20.0,0.0,0,0,4,4962
4962,-184.0,76.0,8.0,4.0,0.0,19.0,39.0,1.0,-1,4,0,4963
4963,156.0,8.0,4.883233224643899,4.0,0.0,42.0,35.0,,5,4,2,4964
4964,167.0,-34.0,6.0,4.0,0.0,26.0,37.0,0.0,-1,4,0,4965
4965,0.0,206.0,5.0,4.0,0.0,17.0,41.0,0.0,0,4,0,4966
4966,33.0,91.0,1.0,4.0,0.0,36.0,29.0,0.0,0,1,2,4967
4967,0.0,0.0,0.0,4.0,0.0,51.0,20.0,1.0,0,0,4,4968
4968,159.0,155.0,11.0,1.0,0.0,16.0,42.0,0.0,4,4,0,4969
4969,71.0,23.0,0.0,1.0,0.0,47.0,27.0,1.0,0,1,4,4970
4970,171.0,81.0,4.0,2.0,0.0,56.0,38.0,0.0,5,4,0,4971
4971,-75.0,64.0,3.0,2.0,0.0,16.0,29.0,1.0,2,1,2,4972
4972,0.0,0.0,0.0,2.0,0.0,52.0,20.0,0.0,0,0,4,4973
4973,-194.0,5.0,11.0,3.0,0.0,46.0,39.0,1.0,2,4,0,4974
4974,-149.0,153.0,9.0,3.0,0.0,36.0,41.0,1.0,1,4,0,4975
4975,-49.0,74.0,8.0,3.0,0.0,4.0,26.0,0.0,0,1,4,4976
4976,0.0,74.0,4.0,3.0,0.0,39.0,20.0,0.0,0,0,4,4977
4977,-113.0,132.0,10.0,4.0,0.0,36.0,35.0,0.0,1,4,0,4978
4978,87.0,171.0,9.0,4.0,0.0,57.0,39.0,1.0,4,4,0,4979
4979,0.0,0.0,9.0,4.0,0.0,28.329381850668316,20.0,1.0,0,0,4,4980
4980,161.0,158.0,8.0,4.0,0.0,14.0,42.0,,4,4,0,4981
4981,100.0,160.0,7.0,4.0,0.0,5.0,38.0,1.0,4,4,0,4982
4982,-159.0,118.0,2.0,4.0,0.0,57.0,39.0,0.0,1,4,0,4983
4983,0.0,0.0,2.0,4.0,0.0,19.0,20.0,1.0,0,0,4,4984
4984,-200.0,153.0,1.0,4.0,0.0,16.0,45.0,1.0,1,5,1,4985
4985,-2.0,212.0,0.0,4.0,0.0,34.0,41.0,1.0,0,4,0,4986
4986,-210.0,143.0,0.0,4.0,0.0,0.0,45.0,0.0,1,5,1,4987
4987,-44.0,156.0,8.0,1.0,0.0,53.0,36.0,1.0,0,4,0,4988
4988,189.0,46.0,8.0,1.0,0.0,31.0,39.0,1.0,5,-1,0,4989
4989,-112.0,74.0,4.0,1.0,0.0,57.0,46.0,1.0,-1,5,1,4990
4990,0.0,0.0,4.0,1.0,0.0,28.0,20.0,,0,0,4,4991
4991,-97.0,115.0,3.0,1.0,0.0,26.0,35.0,,2,4,2,4992
4992,24.0,72.0,3.0,1.0,0.0,13.0,27.0,1.0,0,1,4,4993
4993,161.0,207.0,2.0,1.0,0.0,18.0,46.0,0.0,4,5,-1,4994
4994,218.0,102.0,1.0,1.0,0.0,55.0,44.0,1.0,4,5,-1,4995
4995,1.0,81.0,0.0,1.0,0.0,28.329381850668316,28.0,0.0,0,1,2,4996
4996,-67.0,164.0,11.0,2.0,0.0,20.0,37.0,,1,4,0,4997
4997,67.0,0.0,10.0,2.0,0.0,45.0,26.0,0.0,0,1,4,4998
4998,0.0,0.0,10.0,3.0,0.0,45.0,20.0,1.0,0,0,4,4999
4999,-163.0,192.0,8.0,3.0,0.0,13.0,45.0,0.0,1,5,1,5000
5000,163.0,74.0,2.0,3.0,0.0,57.0,45.0,1.0,4,5,1,5001
5001,0.0,74.0,1.0,3.0,0.0,33.0,20.0,0.0,0,0,-1,5002
5002,144.0,214.0,0.0,3.0,0.0,34.0,45.0,0.0,4,5,1,5003
5003,-90.0,99.0,10.0,1.0,0.0,35.0,33.0,,2,4,2,5004
5004,-138.0,33.0,8.0,1.0,0.0,7.0,34.0,1.0,2,4,2,5005
5005,159.0,7.0,7.0,1.0,0.0,25.0,35.0,0.0,5,4,2,5006
5006,21.0,40.0,5.0,3.0,0.0,49.0,24.0,1.0,-1,1,4,5007
5007,-154.0,87.0,2.0,1.0,0.0,53.0,37.0,1.0,2,4,0,5008
5008,0.0,74.0,11.0,2.0,0.0,48.0,20.0,1.0,0,-1,4,5009
5009,-82.0,123.0,11.0,2.0,0.0,21.0,34.0,,2,4,2,5010
5010,-21.0,35.0,9.0,2.0,0.0,49.0,24.0,0.0,0,1,4,5011
5011,167.0,133.0,9.0,2.0,0.0,20.0,41.0,,4,4,0,5012
5012,176.0,184.0,8.0,2.0,0.0,51.0,45.0,0.0,4,5,1,5013
5013,0.0,0.0,1.0,2.0,0.0,33.0,20.0,1.0,0,0,4,5014
5014,-146.0,204.0,0.0,2.0,0.0,0.0,45.0,,1,5,1,5015
5015,-156.0,0.0,9.0,3.0,0.0,23.0,35.0,1.0,2,4,2,5016
5016,0.0,0.0,7.0,3.0,0.0,20.0,20.0,1.0,0,0,4,5017
5017,0.0,0.0,6.0,3.0,0.0,28.329381850668316,20.0,1.0,0,0,4,5018
5018,-151.0,-1.0,5.0,3.0,0.0,47.0,35.0,,2,4,2,5019
5019,140.0,146.0,1.0,3.0,0.0,12.0,40.0,,4,4,0,5020
5020,-227.0,-9.0,0.0,3.0,0.0,38.0,42.0,,2,2,1,5021
5021,0.0,56.0,0.0,3.0,0.0,26.0,25.0,1.0,0,1,4,5022
5022,118.0,224.0,4.883233224643899,4.0,0.0,46.0,45.0,0.0,-1,5,1,5023
5023,-166.0,-5.0,9.0,4.0,0.0,32.0,36.0,0.0,2,4,0,5024
5024,-235.0,-19.0,8.0,4.0,0.0,23.0,43.0,0.0,2,-1,1,5025
5025,-100.0,-5.0,8.0,4.0,0.0,19.0,30.0,0.0,2,4,2,5026
5026,-195.0,153.0,8.0,4.0,0.0,14.0,44.0,1.0,1,5,1,5027
5027,-168.0,145.0,7.0,4.0,0.0,0.0,42.0,1.0,1,4,0,5028
5028,110.0,222.0,6.0,3.0,0.0,25.0,44.0,0.0,4,5,1,5029
5029,0.0,171.0,4.0,4.0,0.0,15.0,37.0,,0,4,0,5030
5030,69.0,84.0,2.0,4.0,0.0,30.0,30.0,0.0,5,1,2,5031
5031,-140.0,13.0,8.0,1.0,0.0,37.0,34.0,0.0,2,4,2,5032
5032,-133.0,138.0,6.0,1.0,0.0,33.0,39.0,1.0,1,4,0,5033
5033,140.0,141.0,4.0,1.0,0.0,31.0,39.0,1.0,4,4,0,5034
5034,133.0,130.0,11.0,2.0,0.0,23.0,38.0,0.0,4,4,0,5035
5035,6.0,132.0,9.0,2.0,0.0,5.0,35.0,0.0,0,1,2,5036
5036,-191.0,22.0,11.0,3.0,0.0,20.0,39.0,0.0,2,4,0,5037
5037,-148.0,114.0,10.0,3.0,0.0,16.0,38.0,1.0,1,4,0,5038
5038,-214.0,132.0,9.0,3.0,0.0,48.0,45.0,0.0,1,5,1,5039
5039,97.0,89.0,4.883233224643899,4.0,0.0,40.0,33.0,0.0,5,4,2,5040
5040,141.0,74.0,11.0,4.0,0.0,2.0,35.0,1.0,5,4,2,5041
5041,-95.0,74.0,9.0,4.0,0.0,27.0,41.0,0.0,1,4,0,5042
5042,-52.0,-8.0,7.0,4.0,0.0,46.0,25.0,0.0,0,1,4,5043
5043,-120.0,153.0,10.0,1.0,0.0,22.0,39.0,1.0,1,4,0,5044
5044,0.0,0.0,7.0,1.0,0.0,38.0,20.0,0.0,0,0,4,5045
5045,-141.0,212.0,5.0,1.0,0.0,29.0,45.0,1.0,1,5,1,5046
5046,28.0,48.0,6.0,3.0,0.0,12.0,25.0,1.0,0,1,4,5047
5047,-164.0,194.0,0.0,2.0,0.0,33.0,45.0,1.0,1,5,1,5048
5048,0.0,0.0,10.0,3.0,0.0,27.0,20.0,1.0,0,0,4,5049
5049,0.0,0.0,9.0,3.0,0.0,28.329381850668316,20.0,0.0,0,0,4,5050
5050,0.0,0.0,9.0,3.0,0.0,25.0,20.0,,0,0,4,5051
5051,0.0,0.0,8.0,3.0,0.0,5.0,20.0,,0,0,4,5052
5052,-158.0,224.0,5.0,3.0,0.0,30.0,47.0,0.0,1,5,1,5053
5053,0.0,0.0,4.0,3.0,0.0,51.0,20.0,0.0,0,0,4,5054
5054,0.0,0.0,4.0,3.0,0.0,3.0,20.0,1.0,0,0,4,5055
5055,100.0,-19.0,10.0,1.0,0.0,46.0,30.0,0.0,5,4,-1,5056
5056,0.0,0.0,7.0,1.0,0.0,11.0,20.0,,-1,0,4,5057
5057,0.0,0.0,5.0,1.0,0.0,40.0,20.0,,0,0,4,5058
5058,166.0,64.0,8.0,2.0,0.0,20.0,37.0,0.0,5,4,0,5059
5059,-145.0,158.0,6.0,2.0,0.0,12.0,41.0,,1,4,0,5060
5060,-238.0,63.0,4.0,2.0,0.0,11.0,44.0,,2,2,1,5061
5061,90.0,-5.0,2.0,2.0,0.0,12.0,29.0,0.0,5,4,-1,5062
5062,0.0,0.0,1.0,2.0,0.0,28.329381850668316,20.0,1.0,0,0,4,5063
5063,0.0,0.0,10.0,3.0,0.0,28.329381850668316,20.0,,0,0,4,5064
5064,0.0,0.0,8.0,3.0,0.0,13.0,20.0,1.0,0,0,4,5065
5065,0.0,0.0,2.0,3.0,0.0,50.0,20.0,1.0,0,0,4,5066
5066,0.0,0.0,2.0,3.0,0.0,15.0,35.0,0.0,0,0,4,5067
5067,0.0,0.0,1.0,3.0,0.0,35.0,35.0,,0,0,4,5068
5068,-21.0,135.0,11.0,4.0,0.0,48.0,33.0,1.0,-1,1,2,5069
5069,133.0,-18.0,11.0,3.0,0.0,9.0,33.0,0.0,5,4,2,5070
5070,-97.0,160.0,9.0,4.0,0.0,5.0,38.0,0.0,1,4,0,5071
5071,-164.0,-26.0,8.0,4.0,0.0,33.0,36.0,,2,4,0,5072
5072,235.0,-21.0,4.0,4.0,0.0,32.0,43.0,0.0,5,-1,1,5073
5073,0.0,74.0,3.0,4.0,0.0,34.0,46.0,1.0,4,5,1,5074
5074,13.0,125.0,3.0,4.0,0.0,8.0,32.0,0.0,0,1,2,5075
5075,-120.0,245.0,1.0,4.0,0.0,30.0,35.0,1.0,-1,5,1,5076
5076,-97.0,187.0,0.0,4.0,0.0,30.0,41.0,1.0,1,4,0,5077
5077,-8.0,15.0,11.0,1.0,0.0,13.0,35.0,,0,0,4,5078
5078,49.0,54.0,10.0,1.0,0.0,35.0,27.0,0.0,0,1,4,5079
5079,16.0,17.0,4.0,1.0,0.0,44.0,22.0,,0,0,4,5080
5080,-200.0,146.0,3.0,1.0,0.0,49.0,44.0,,1,5,1,5081
5081,-31.0,13.0,11.0,2.0,0.0,4.0,23.0,0.0,0,0,4,5082
5082,-192.0,-3.0,6.0,2.0,0.0,47.0,39.0,1.0,2,4,0,5083
5083,144.0,91.0,6.0,2.0,0.0,23.0,37.0,1.0,5,-1,0,5084
5084,16.0,8.0,5.0,2.0,0.0,22.0,21.0,1.0,0,0,4,5085
5085,41.0,143.0,11.0,3.0,0.0,26.0,34.0,,0,4,2,5086
5086,-5.0,13.0,9.0,3.0,0.0,28.0,21.0,1.0,0,0,4,5087
5087,215.0,140.0,5.0,3.0,0.0,27.0,45.0,,4,5,1,5088
5088,-5.0,25.0,5.0,3.0,0.0,11.0,35.0,,0,0,4,5089
5089,-202.0,46.0,11.0,4.0,0.0,28.329381850668316,40.0,,2,4,0,5090
5090,-217.0,118.0,11.0,4.0,0.0,8.0,44.0,0.0,1,5,1,5091
5091,-5.0,74.0,9.0,4.0,0.0,56.0,22.0,1.0,0,0,4,5092
5092,-12.0,59.0,9.0,4.0,0.0,10.0,26.0,0.0,0,1,4,5093
5093,166.0,41.0,4.0,4.0,0.0,36.0,37.0,1.0,5,4,0,5094
5094,181.0,125.0,3.0,4.0,0.0,57.0,41.0,0.0,5,4,0,5095
5095,-10.0,20.0,2.0,4.0,0.0,45.0,22.0,1.0,0,0,4,5096
5096,-115.0,23.0,0.0,4.0,0.0,23.0,31.0,0.0,2,4,2,5097
5097,-176.0,207.0,3.0,5.0,0.0,55.0,47.0,,1,5,1,5098
5098,-52.0,155.0,1.0,5.0,0.0,40.0,36.0,0.0,1,4,0,5099
5099,-105.0,-3.0,1.0,5.0,0.0,24.0,35.0,1.0,2,4,2,5100
5100,-158.0,7.0,0.0,5.0,0.0,1.0,35.0,0.0,2,4,-1,5101
5101,6.0,22.0,4.0,6.0,0.0,38.0,22.0,1.0,0,0,4,5102
5102,0.0,13.0,3.0,6.0,0.0,58.0,21.0,,0,-1,4,5103
5103,140.0,74.0,0.0,6.0,0.0,38.0,36.0,0.0,5,4,0,5104
5104,29.0,30.0,0.0,6.0,0.0,25.0,24.0,0.0,0,1,4,5105
5105,24.0,74.0,4.883233224643899,6.0,0.0,18.0,27.0,0.0,0,1,4,5106
5106,0.0,0.0,10.0,1.0,0.0,42.0,20.0,1.0,0,0,4,5107
5107,187.0,-5.0,8.0,1.0,0.0,54.0,38.0,,5,4,0,5108
5108,0.0,0.0,4.0,1.0,0.0,28.329381850668316,20.0,0.0,0,0,4,5109
5109,0.0,0.0,4.0,1.0,0.0,33.0,20.0,1.0,0,0,4,5110
5110,-52.0,45.0,3.0,1.0,0.0,27.0,26.0,0.0,0,1,4,5111
5111,153.0,77.0,1.0,1.0,0.0,24.0,37.0,0.0,5,4,0,5112
5112,0.0,0.0,1.0,1.0,0.0,0.0,20.0,0.0,0,0,-1,5113
5113,174.0,15.0,5.0,2.0,0.0,10.0,35.0,,5,4,0,5114
5114,-10.0,204.0,11.0,3.0,0.0,7.0,40.0,,0,4,0,5115
5115,232.0,17.0,8.0,3.0,0.0,8.0,43.0,0.0,5,6,1,5116
5116,174.0,181.0,2.0,3.0,0.0,17.0,45.0,0.0,-1,5,1,5117
5117,113.0,8.0,1.0,3.0,0.0,42.0,31.0,0.0,5,4,2,5118
5118,-210.0,141.0,5.0,4.0,0.0,27.0,45.0,0.0,1,5,1,5119
5119,135.0,74.0,3.0,4.0,0.0,39.0,44.0,0.0,4,5,1,5120
5120,-25.0,63.0,11.0,1.0,0.0,5.0,26.0,0.0,0,1,4,5121
5121,-21.0,181.0,9.0,1.0,0.0,51.0,38.0,0.0,0,4,0,5122
5122,0.0,0.0,5.0,1.0,0.0,56.0,20.0,0.0,0,0,4,5123
5123,1.0,49.0,9.0,2.0,0.0,19.0,24.0,,0,1,4,5124
5124,0.0,0.0,7.0,2.0,0.0,8.0,20.0,1.0,0,0,4,5125
5125,177.0,100.0,6.0,2.0,0.0,32.0,40.0,0.0,5,4,0,5126
5126,169.0,-11.0,3.0,2.0,0.0,3.0,36.0,0.0,-1,4,0,5127
5127,0.0,0.0,8.0,4.0,0.0,48.0,20.0,1.0,0,0,4,5128
5128,-200.0,99.0,8.0,4.0,0.0,10.0,42.0,,2,-1,0,5129
5129,0.0,0.0,6.0,4.0,0.0,38.0,20.0,1.0,0,0,4,5130
5130,0.0,0.0,4.883233224643899,4.0,0.0,6.0,20.0,0.0,0,0,4,5131
5131,-161.0,12.0,4.0,4.0,0.0,28.329381850668316,36.0,0.0,2,4,0,5132
5132,-18.0,35.0,3.0,4.0,0.0,35.0,23.0,1.0,0,0,4,5133
5133,-232.0,112.0,3.0,4.0,0.0,0.0,45.0,0.0,1,5,1,5134
5134,-145.0,215.0,1.0,4.0,0.0,44.0,45.0,0.0,1,5,1,5135
5135,0.0,0.0,10.0,1.0,0.0,50.0,20.0,1.0,0,0,4,5136
5136,0.0,0.0,8.0,1.0,0.0,28.329381850668316,20.0,,0,0,4,5137
5137,38.0,63.0,6.0,1.0,0.0,28.329381850668316,27.0,0.0,0,1,4,5138
5138,163.0,-21.0,5.0,1.0,0.0,30.0,36.0,,5,4,0,5139
5139,56.0,74.0,4.0,2.0,0.0,56.0,29.0,1.0,5,1,2,5140
5140,0.0,0.0,6.0,3.0,0.0,46.0,20.0,0.0,0,0,4,5141
5141,-122.0,242.0,5.0,3.0,0.0,6.0,47.0,,1,5,1,5142
5142,44.0,66.0,4.0,3.0,0.0,28.329381850668316,27.0,0.0,0,1,4,5143
5143,0.0,143.0,4.883233224643899,4.0,0.0,41.0,38.0,,1,-1,0,5144
5144,28.0,104.0,10.0,4.0,0.0,51.0,30.0,0.0,0,1,-1,5145
5145,0.0,0.0,8.0,4.0,0.0,43.0,20.0,1.0,0,0,4,5146
5146,0.0,0.0,11.0,1.0,0.0,46.0,35.0,1.0,0,0,4,5147
5147,0.0,0.0,9.0,1.0,0.0,48.0,20.0,1.0,0,0,4,5148
5148,0.0,0.0,6.0,1.0,0.0,44.0,20.0,,0,0,4,5149
5149,0.0,0.0,6.0,1.0,0.0,2.0,20.0,1.0,0,0,4,5150
5150,0.0,0.0,0.0,2.0,0.0,30.0,20.0,0.0,0,0,4,5151
5151,21.0,156.0,10.0,3.0,0.0,45.0,35.0,1.0,0,4,2,5152
5152,94.0,153.0,8.0,3.0,0.0,5.0,37.0,0.0,4,4,0,5153
5153,95.0,140.0,8.0,4.0,0.0,39.0,36.0,1.0,4,4,0,5154
5154,44.0,118.0,5.0,4.0,0.0,29.0,32.0,1.0,0,1,2,5155
5155,-62.0,168.0,4.0,4.0,0.0,49.0,37.0,0.0,1,4,0,5156
5156,26.0,141.0,0.0,4.0,0.0,57.0,34.0,,0,4,-1,5157
5157,-103.0,186.0,11.0,1.0,0.0,11.0,41.0,1.0,1,4,0,5158
5158,-125.0,161.0,11.0,2.0,0.0,24.0,40.0,1.0,1,4,0,5159
5159,8.0,49.0,9.0,2.0,0.0,22.0,24.0,1.0,0,1,4,5160
5160,143.0,233.0,9.0,3.0,0.0,28.329381850668316,47.0,0.0,4,5,1,5161
5161,-128.0,143.0,4.0,3.0,0.0,5.0,39.0,0.0,1,4,0,5162
5162,-143.0,100.0,11.0,4.0,0.0,33.0,37.0,,2,4,0,5163
5163,-85.0,87.0,11.0,4.0,0.0,15.0,32.0,1.0,2,4,2,5164
5164,89.0,123.0,9.0,4.0,0.0,28.329381850668316,35.0,1.0,5,4,2,5165
5165,115.0,122.0,4.0,4.0,0.0,55.0,36.0,1.0,4,4,-1,5166
5166,192.0,-14.0,3.0,4.0,0.0,14.0,39.0,0.0,5,4,-1,5167
5167,0.0,0.0,5.0,1.0,0.0,37.0,20.0,0.0,0,0,4,5168
5168,148.0,115.0,3.0,1.0,0.0,34.0,38.0,0.0,4,4,-1,5169
5169,146.0,100.0,2.0,3.0,0.0,24.0,37.0,1.0,5,4,0,5170
5170,172.0,81.0,7.0,2.0,0.0,49.0,39.0,0.0,5,4,0,5171
5171,0.0,66.0,3.0,2.0,0.0,12.0,35.0,0.0,2,4,2,5172
5172,-166.0,189.0,0.0,2.0,0.0,47.0,45.0,0.0,1,5,1,5173
5173,-146.0,117.0,11.0,3.0,0.0,44.0,38.0,,1,4,0,5174
5174,0.0,0.0,11.0,3.0,0.0,38.0,20.0,0.0,0,0,4,5175
5175,0.0,0.0,4.883233224643899,3.0,0.0,37.0,20.0,,0,0,4,5176
5176,0.0,0.0,7.0,3.0,0.0,2.0,35.0,1.0,0,0,4,5177
5177,-128.0,140.0,3.0,3.0,0.0,35.0,38.0,0.0,1,4,0,5178
5178,117.0,-3.0,9.0,4.0,0.0,48.0,31.0,,5,4,2,5179
5179,199.0,169.0,7.0,4.0,0.0,46.0,46.0,0.0,4,5,1,5180
5180,82.0,10.0,6.0,4.0,0.0,24.0,28.0,0.0,-1,-1,2,5181
5181,-148.0,-44.0,11.0,1.0,0.0,3.0,35.0,1.0,2,4,2,5182
5182,0.0,0.0,9.0,1.0,0.0,49.0,20.0,1.0,0,0,4,5183
5183,-66.0,114.0,7.0,1.0,0.0,29.0,33.0,0.0,2,1,2,5184
5184,112.0,-26.0,7.0,1.0,0.0,3.0,31.0,1.0,5,4,2,5185
5185,0.0,0.0,6.0,1.0,0.0,22.0,20.0,,0,0,4,5186
5186,0.0,0.0,5.0,1.0,0.0,24.0,20.0,0.0,0,0,4,5187
5187,0.0,0.0,5.0,1.0,0.0,16.0,20.0,0.0,0,0,4,5188
5188,0.0,0.0,2.0,1.0,0.0,48.0,35.0,1.0,0,0,4,5189
5189,-92.0,-24.0,10.0,2.0,0.0,26.0,29.0,1.0,2,4,2,5190
5190,138.0,66.0,8.0,2.0,0.0,49.0,35.0,0.0,5,4,2,5191
5191,-6.0,77.0,6.0,2.0,0.0,38.0,27.0,1.0,0,1,-1,5192
5192,0.0,0.0,4.0,2.0,0.0,28.329381850668316,35.0,0.0,0,0,4,5193
5193,0.0,0.0,5.0,3.0,0.0,46.0,20.0,1.0,0,0,4,5194
5194,-148.0,105.0,8.0,1.0,0.0,43.0,38.0,,-1,4,0,5195
5195,0.0,0.0,8.0,3.0,0.0,32.0,35.0,1.0,0,0,4,5196
5196,0.0,0.0,7.0,1.0,0.0,41.0,20.0,0.0,0,0,4,5197
5197,44.0,-6.0,5.0,1.0,0.0,48.0,24.0,0.0,0,1,4,5198
5198,144.0,59.0,11.0,2.0,0.0,25.0,35.0,,5,4,2,5199
5199,0.0,0.0,10.0,2.0,0.0,23.0,20.0,1.0,-1,0,4,5200
5200,0.0,0.0,2.0,2.0,0.0,42.0,20.0,1.0,0,0,4,5201
5201,151.0,97.0,4.883233224643899,3.0,0.0,47.0,37.0,0.0,5,4,0,5202
5202,-5.0,63.0,11.0,4.0,0.0,10.0,26.0,,0,1,4,5203
5203,0.0,0.0,8.0,4.0,0.0,6.0,20.0,,0,0,4,5204
5204,-161.0,74.0,6.0,4.0,0.0,30.0,36.0,0.0,2,4,0,5205
5205,136.0,-31.0,5.0,3.0,0.0,52.0,33.0,,5,4,2,5206
5206,107.0,146.0,5.0,4.0,0.0,0.0,38.0,,4,4,0,5207
5207,-95.0,41.0,4.0,4.0,0.0,7.0,30.0,0.0,2,4,2,5208
5208,-25.0,30.0,3.0,4.0,0.0,50.0,23.0,0.0,0,0,4,5209
5209,0.0,0.0,3.0,4.0,0.0,7.0,20.0,0.0,0,0,4,5210
5210,-181.0,181.0,2.0,4.0,0.0,2.0,45.0,0.0,1,5,1,5211
5211,0.0,0.0,1.0,4.0,0.0,9.0,20.0,1.0,-1,0,4,5212
5212,-71.0,74.0,0.0,4.0,0.0,41.0,30.0,1.0,2,1,2,5213
5213,-2.0,114.0,10.0,1.0,0.0,34.0,31.0,0.0,0,-1,2,5214
5214,192.0,59.0,6.0,1.0,0.0,44.0,40.0,1.0,5,4,0,5215
5215,0.0,0.0,5.0,1.0,0.0,36.0,20.0,0.0,0,0,4,5216
5216,-204.0,46.0,7.0,2.0,0.0,16.0,40.0,0.0,2,4,0,5217
5217,174.0,197.0,4.0,2.0,0.0,38.0,46.0,1.0,4,5,1,5218
5218,-66.0,127.0,3.0,2.0,0.0,45.0,34.0,0.0,0,1,2,5219
5219,98.0,137.0,2.0,2.0,0.0,27.0,36.0,,4,4,0,5220
5220,0.0,0.0,2.0,2.0,0.0,21.0,20.0,,0,0,4,5221
5221,118.0,146.0,0.0,2.0,0.0,49.0,38.0,1.0,4,4,0,5222
5222,61.0,138.0,11.0,3.0,0.0,6.0,35.0,0.0,0,1,2,5223
5223,-110.0,237.0,4.883233224643899,3.0,0.0,29.0,46.0,,1,5,1,5224
5224,87.0,181.0,6.0,3.0,0.0,28.329381850668316,40.0,1.0,4,4,0,5225
5225,62.0,22.0,5.0,3.0,0.0,15.0,26.0,1.0,0,1,4,5226
5226,-143.0,20.0,10.0,4.0,0.0,53.0,34.0,,2,4,2,5227
5227,-34.0,17.0,10.0,4.0,0.0,49.0,23.0,1.0,-1,0,4,5228
5228,85.0,-11.0,4.883233224643899,4.0,0.0,33.0,28.0,,5,4,2,5229
5229,138.0,13.0,10.0,1.0,0.0,24.0,33.0,0.0,5,4,-1,5230
5230,151.0,202.0,9.0,3.0,0.0,15.0,45.0,1.0,4,5,1,5231
5231,0.0,0.0,7.0,1.0,0.0,46.0,20.0,,0,0,4,5232
5232,121.0,215.0,6.0,1.0,0.0,57.0,44.0,0.0,4,5,1,5233
5233,0.0,0.0,4.883233224643899,1.0,0.0,20.0,20.0,1.0,0,0,4,5234
5234,77.0,79.0,2.0,1.0,0.0,48.0,31.0,1.0,5,1,2,5235
5235,0.0,-23.0,1.0,2.0,0.0,28.0,32.0,0.0,5,4,2,5236
5236,0.0,0.0,0.0,2.0,0.0,43.0,20.0,1.0,0,0,4,5237
5237,0.0,82.0,11.0,3.0,0.0,38.0,31.0,0.0,2,4,2,5238
5238,-237.0,3.0,11.0,3.0,0.0,35.0,43.0,0.0,2,2,1,5239
5239,0.0,0.0,9.0,3.0,0.0,20.0,20.0,,0,0,4,5240
