Unnamed: 0,location_x,location_y,remaining_min,power_of_shot,knockout_match,remaining_sec,distance_of_shot,is_goal,area_of_shot,shot_basics,range_of_shot,home/away,shot_id_number,type_of_shot
3429,-140.0,166.0,0.0,3.0,0.0,0.0,41.0,0.0,1,4,0,1,3430,23
3430,-103.0,82.0,9.0,4.0,0.0,26.0,33.0,0.0,2,4,0,1,3431,23
3431,-113.0,173.0,10.0,1.0,0.0,41.0,40.0,1.0,1,4,0,1,3432,23
3432,-161.0,206.0,7.0,1.0,0.0,28.0,46.0,0.0,1,5,1,0,3433,23
3433,0.0,0.0,4.0,1.0,0.0,58.0,20.0,1.0,0,0,4,1,3434,1
3434,1.0,183.0,11.0,2.0,0.0,45.0,38.0,1.0,0,0,0,1,3435,15
3438,-189.0,194.0,10.0,3.0,0.0,51.0,47.0,0.0,1,5,1,1,3439,23
3439,112.0,41.0,8.0,3.0,0.0,18.0,31.0,0.0,5,4,2,0,3440,40
3440,161.0,26.0,2.0,3.0,0.0,31.0,36.0,0.0,5,4,0,1,3441,23
3443,235.0,-16.0,2.0,4.0,0.0,7.0,43.0,0.0,5,6,1,1,3444,23
3444,-20.0,76.0,0.0,4.0,0.0,56.0,27.0,1.0,0,1,4,1,3445,24
3446,-59.0,122.0,11.0,1.0,0.0,46.0,33.0,1.0,0,1,2,0,3447,23
3447,-166.0,187.0,6.0,1.0,0.0,28.329381850668316,45.0,1.0,1,5,1,0,3448,23
3448,89.0,127.0,9.0,3.0,0.0,20.0,35.0,1.0,5,4,2,0,3449,23
3449,176.0,194.0,6.0,3.0,0.0,25.0,46.0,0.0,4,5,1,0,3450,53
3451,0.0,74.0,4.0,3.0,0.0,23.0,33.0,0.0,0,1,2,0,3452,3
3452,108.0,156.0,0.0,3.0,0.0,39.0,38.0,0.0,4,1,0,0,3453,23
3453,87.0,229.0,11.0,3.0,0.0,1.0,44.0,0.0,4,5,1,0,3454,34
3454,0.0,0.0,4.883233224643899,4.0,0.0,2.0,20.0,0.0,0,0,4,0,3455,33
3455,89.0,38.0,5.0,4.0,0.0,7.0,29.0,1.0,5,4,2,0,3456,23
3456,0.0,0.0,3.0,4.0,0.0,49.0,20.0,1.0,5,0,4,0,3457,52
3457,-177.0,79.0,2.0,4.0,0.0,16.0,39.0,1.0,2,4,0,0,3458,23
3458,135.0,209.0,1.0,4.0,0.0,33.0,44.0,0.0,4,5,1,0,3459,23
3459,52.0,135.0,1.0,4.0,0.0,5.0,34.0,1.0,0,5,2,0,3460,23
3461,135.0,-19.0,6.0,1.0,0.0,21.0,35.0,1.0,5,4,2,0,3462,39
3462,-171.0,36.0,4.0,1.0,0.0,30.0,37.0,0.0,2,4,0,0,3463,41
3463,154.0,-8.0,3.0,1.0,0.0,16.0,35.0,1.0,5,4,2,0,3464,32
3464,0.0,0.0,2.0,1.0,0.0,37.0,20.0,0.0,0,0,4,0,3465,34
3465,163.0,99.0,10.0,2.0,0.0,49.0,39.0,0.0,5,4,0,0,3466,56
3466,-125.0,110.0,9.0,2.0,0.0,42.0,36.0,1.0,1,4,0,0,3467,7
3467,-130.0,97.0,9.0,2.0,0.0,23.0,36.0,0.0,1,4,0,0,3468,11
3468,-20.0,153.0,8.0,2.0,0.0,57.0,35.0,0.0,0,4,2,0,3469,41
3469,-123.0,104.0,5.0,2.0,0.0,17.0,36.0,1.0,1,4,0,0,3470,54
3470,0.0,46.0,4.0,2.0,0.0,51.0,35.0,0.0,5,4,2,0,3471,32
3471,-108.0,140.0,4.0,2.0,0.0,20.0,37.0,0.0,1,4,0,0,3472,30
3473,161.0,-11.0,0.0,2.0,0.0,48.0,36.0,1.0,5,4,0,0,3474,32
3474,0.0,0.0,0.0,2.0,0.0,24.0,20.0,0.0,0,0,4,0,3475,34
3475,0.0,0.0,10.0,3.0,0.0,27.0,20.0,1.0,0,0,4,0,3476,10
3477,-20.0,209.0,4.0,3.0,0.0,52.0,40.0,0.0,0,4,0,0,3478,41
3478,0.0,0.0,3.0,3.0,0.0,2.0,20.0,0.0,0,0,4,0,3479,34
3479,-23.0,181.0,0.0,3.0,0.0,6.0,38.0,1.0,0,4,0,0,3480,23
3480,195.0,-26.0,11.0,4.0,0.0,44.0,39.0,1.0,5,4,0,0,3481,23
3481,-156.0,45.0,4.883233224643899,4.0,0.0,53.0,36.0,1.0,2,4,0,0,3482,23
3482,0.0,-26.0,10.0,4.0,0.0,16.0,34.0,0.0,5,4,2,0,3483,23
3483,0.0,0.0,9.0,4.0,0.0,6.0,20.0,1.0,5,0,4,0,3484,34
3484,82.0,137.0,7.0,4.0,0.0,24.0,35.0,1.0,5,4,2,0,3485,7
3485,169.0,100.0,4.0,4.0,0.0,43.0,39.0,0.0,5,4,0,0,3486,23
3486,0.0,0.0,3.0,4.0,0.0,24.0,20.0,1.0,0,0,4,0,3487,4
3487,0.0,0.0,2.0,4.0,0.0,15.0,20.0,1.0,0,0,4,0,3488,45
3489,98.0,94.0,0.0,4.0,0.0,45.0,33.0,0.0,5,4,2,0,3490,47
3491,0.0,0.0,10.0,1.0,0.0,39.0,20.0,0.0,0,0,4,0,3492,34
3492,0.0,0.0,10.0,1.0,0.0,27.0,20.0,1.0,0,0,4,0,3493,33
3493,0.0,0.0,9.0,1.0,0.0,49.0,20.0,1.0,0,0,4,0,3494,34
3494,0.0,0.0,7.0,1.0,0.0,45.0,20.0,1.0,0,0,4,0,3495,52
3495,71.0,8.0,6.0,1.0,0.0,28.329381850668316,27.0,0.0,0,1,4,0,3496,23
3496,29.0,133.0,4.0,1.0,0.0,43.0,33.0,0.0,0,1,2,0,3497,23
3497,0.0,74.0,3.0,1.0,0.0,39.0,20.0,1.0,0,0,4,0,3498,34
3498,0.0,0.0,2.0,1.0,0.0,34.0,20.0,0.0,0,0,4,0,3499,34
3499,227.0,-11.0,0.0,1.0,0.0,46.0,42.0,1.0,5,6,1,0,3500,16
3500,8.0,99.0,0.0,1.0,0.0,9.0,29.0,0.0,0,1,2,0,3501,7
3501,-146.0,79.0,8.0,2.0,0.0,57.0,36.0,1.0,2,4,0,0,3502,28
3502,0.0,0.0,3.0,2.0,0.0,56.0,20.0,1.0,0,0,4,0,3503,34
3503,-20.0,71.0,4.883233224643899,2.0,0.0,30.0,27.0,1.0,0,1,4,0,3504,43
3504,-153.0,13.0,3.0,2.0,0.0,0.0,35.0,0.0,2,1,2,0,3505,23
3505,52.0,66.0,0.0,2.0,0.0,4.0,28.0,1.0,5,1,2,0,3506,39
3507,-15.0,79.0,11.0,3.0,0.0,53.0,28.0,0.0,0,1,1,0,3508,23
3508,166.0,135.0,10.0,3.0,0.0,37.0,41.0,0.0,4,4,0,0,3509,8
3510,0.0,0.0,4.883233224643899,3.0,0.0,5.0,20.0,1.0,0,0,4,0,3511,17
3511,-11.0,63.0,7.0,3.0,0.0,12.0,26.0,0.0,0,1,4,0,3512,11
3512,8.0,63.0,3.0,3.0,0.0,48.0,26.0,1.0,0,1,4,0,3513,23
3513,-153.0,59.0,2.0,3.0,0.0,53.0,36.0,0.0,2,4,0,0,3514,23
3515,-171.0,192.0,9.0,4.0,0.0,43.0,45.0,0.0,1,5,1,0,3516,41
3516,-225.0,61.0,8.0,4.0,0.0,36.0,35.0,1.0,2,2,1,0,3517,23
3517,0.0,0.0,5.0,4.0,0.0,58.0,20.0,0.0,0,0,4,0,3518,33
3518,-123.0,43.0,5.0,4.0,0.0,56.0,33.0,1.0,2,4,2,0,3519,26
3519,-49.0,166.0,4.0,4.0,0.0,40.0,37.0,0.0,0,4,0,0,3520,23
3520,-29.0,69.0,2.0,4.0,0.0,40.0,27.0,1.0,0,1,4,0,3521,39
3521,0.0,0.0,1.0,4.0,0.0,40.0,20.0,1.0,0,0,4,0,3522,44
3522,-2.0,219.0,0.0,4.0,0.0,0.0,41.0,0.0,0,4,0,0,3523,23
3523,-146.0,82.0,2.0,5.0,0.0,1.0,36.0,0.0,2,4,0,0,3524,17
3524,-54.0,104.0,0.0,5.0,0.0,55.0,31.0,0.0,0,1,2,0,3525,32
3525,0.0,0.0,0.0,5.0,0.0,32.0,20.0,1.0,0,0,4,0,3526,1
3527,184.0,0.0,7.0,1.0,0.0,31.0,38.0,1.0,5,4,0,1,3528,30
3528,-113.0,135.0,6.0,1.0,0.0,46.0,37.0,1.0,1,4,0,1,3529,43
3530,179.0,127.0,4.883233224643899,1.0,0.0,47.0,41.0,1.0,5,4,0,1,3531,23
3531,0.0,0.0,0.0,1.0,0.0,35.0,20.0,0.0,0,0,4,1,3532,34
3533,0.0,0.0,6.0,3.0,0.0,57.0,20.0,1.0,0,0,4,1,3534,1
3534,62.0,74.0,0.0,3.0,0.0,28.0,35.0,0.0,5,1,2,1,3535,23
3535,0.0,0.0,7.0,4.0,0.0,10.0,20.0,1.0,0,0,4,1,3536,41
3536,11.0,56.0,4.883233224643899,4.0,0.0,44.0,25.0,0.0,0,0,4,1,3537,23
3537,0.0,81.0,1.0,4.0,0.0,56.0,28.0,1.0,0,1,2,1,3538,23
3538,105.0,222.0,1.0,4.0,0.0,22.0,44.0,0.0,4,5,1,1,3539,11
3540,123.0,243.0,0.0,4.0,0.0,0.0,47.0,0.0,4,5,1,1,3541,23
3541,92.0,189.0,10.0,1.0,0.0,34.0,41.0,1.0,4,4,0,1,3542,23
3542,0.0,0.0,8.0,1.0,0.0,0.0,20.0,1.0,0,0,4,1,3543,10
3543,0.0,160.0,5.0,1.0,0.0,9.0,40.0,0.0,0,4,0,1,3544,23
3545,0.0,0.0,10.0,2.0,0.0,5.0,20.0,0.0,0,0,4,1,3546,34
3546,-166.0,77.0,3.0,2.0,0.0,28.329381850668316,35.0,0.0,2,4,0,1,3547,3
3547,0.0,0.0,4.883233224643899,2.0,0.0,24.0,20.0,1.0,0,0,4,1,3548,1
3548,0.0,0.0,0.0,2.0,0.0,30.0,20.0,1.0,0,0,4,1,3549,17
3549,0.0,0.0,7.0,3.0,0.0,51.0,20.0,1.0,0,0,4,1,3550,43
3550,205.0,150.0,6.0,3.0,0.0,19.0,45.0,1.0,4,5,4,1,3551,40
3551,0.0,0.0,5.0,3.0,0.0,19.0,20.0,1.0,0,0,4,1,3552,34
3554,0.0,0.0,11.0,4.0,0.0,1.0,20.0,1.0,0,0,4,1,3555,4
3555,-66.0,66.0,3.0,4.0,0.0,44.0,29.0,1.0,2,1,2,1,3556,23
3556,0.0,0.0,1.0,4.0,0.0,10.0,20.0,1.0,0,0,4,1,3557,1
3557,0.0,0.0,5.0,1.0,0.0,39.0,20.0,1.0,0,0,4,0,3558,1
3558,0.0,0.0,4.883233224643899,1.0,0.0,50.0,20.0,1.0,0,0,4,0,3559,34
3559,-10.0,168.0,2.0,1.0,0.0,17.0,36.0,1.0,0,4,0,0,3560,42
3560,59.0,36.0,0.0,1.0,0.0,28.329381850668316,26.0,0.0,0,1,4,0,3561,56
3561,-84.0,207.0,0.0,1.0,0.0,0.0,42.0,0.0,1,4,0,0,3562,23
3562,-99.0,207.0,11.0,2.0,0.0,5.0,42.0,1.0,1,4,0,0,3563,23
3563,0.0,-13.0,8.0,2.0,0.0,58.0,33.0,0.0,2,4,2,0,3564,32
3564,-192.0,-23.0,4.0,2.0,0.0,3.0,39.0,0.0,2,4,0,0,3565,23
3565,-6.0,179.0,10.0,3.0,0.0,9.0,37.0,0.0,0,4,0,0,3566,23
3566,92.0,225.0,6.0,3.0,0.0,0.0,44.0,0.0,4,5,1,0,3567,23
3567,0.0,0.0,7.0,4.0,0.0,54.0,20.0,1.0,0,5,4,0,3568,34
3569,0.0,0.0,1.0,4.0,0.0,48.0,20.0,0.0,0,0,4,0,3570,33
3570,223.0,-3.0,0.0,4.0,0.0,34.0,42.0,0.0,5,6,1,0,3571,23
3571,202.0,192.0,8.0,1.0,0.0,36.0,47.0,0.0,4,5,1,1,3572,16
3572,126.0,125.0,11.0,2.0,0.0,15.0,37.0,1.0,4,4,0,1,3573,23
3573,159.0,-6.0,9.0,2.0,0.0,14.0,35.0,0.0,5,4,2,0,3574,39
3574,167.0,43.0,2.0,2.0,0.0,46.0,37.0,0.0,5,4,0,1,3575,23
3575,71.0,68.0,11.0,3.0,0.0,32.0,29.0,0.0,5,1,2,1,3576,3
3576,0.0,0.0,8.0,3.0,0.0,0.0,35.0,0.0,0,0,2,1,3577,34
3577,0.0,0.0,7.0,3.0,0.0,15.0,20.0,0.0,0,0,2,1,3578,34
3578,115.0,138.0,4.0,3.0,0.0,11.0,37.0,0.0,4,4,0,1,3579,23
3579,0.0,0.0,4.0,3.0,0.0,2.0,20.0,0.0,0,0,4,1,3580,45
3580,94.0,31.0,4.883233224643899,3.0,0.0,34.0,29.0,1.0,5,4,2,1,3581,23
3582,-2.0,68.0,10.0,4.0,0.0,34.0,26.0,1.0,4,1,4,1,3583,23
3583,0.0,0.0,7.0,4.0,0.0,18.0,20.0,1.0,0,0,4,1,3584,26
3584,-34.0,53.0,5.0,4.0,0.0,49.0,26.0,1.0,0,1,4,1,3585,7
3585,80.0,74.0,4.0,4.0,0.0,11.0,45.0,1.0,4,5,1,1,3586,53
3586,0.0,0.0,3.0,4.0,0.0,40.0,20.0,1.0,0,0,4,0,3587,10
3587,0.0,74.0,2.0,4.0,0.0,23.0,20.0,1.0,0,0,4,1,3588,34
3588,0.0,74.0,1.0,4.0,0.0,50.0,20.0,1.0,0,0,4,1,3589,10
3589,110.0,117.0,0.0,4.0,0.0,8.0,36.0,1.0,4,4,0,1,3590,23
3590,0.0,0.0,9.0,1.0,0.0,50.0,20.0,0.0,0,0,4,1,3591,41
3591,0.0,0.0,7.0,1.0,0.0,44.0,20.0,1.0,0,0,4,1,3592,34
3592,128.0,86.0,9.0,2.0,0.0,28.329381850668316,35.0,0.0,5,4,2,1,3593,23
3593,-5.0,89.0,5.0,2.0,0.0,6.0,28.0,1.0,0,1,2,1,3594,56
3594,15.0,135.0,4.883233224643899,2.0,0.0,42.0,33.0,0.0,0,1,2,1,3595,1
3595,0.0,0.0,4.0,2.0,0.0,5.0,20.0,1.0,0,0,4,1,3596,4
3596,0.0,0.0,0.0,2.0,0.0,28.0,20.0,1.0,0,0,4,1,3597,34
3597,13.0,137.0,0.0,2.0,0.0,0.0,33.0,0.0,0,1,2,1,3598,23
3598,8.0,196.0,10.0,3.0,0.0,35.0,39.0,0.0,0,1,0,0,3599,34
3599,84.0,48.0,6.0,3.0,0.0,31.0,29.0,1.0,5,4,2,1,3600,2
3600,0.0,0.0,3.0,3.0,0.0,56.0,20.0,1.0,0,0,4,1,3601,34
3601,0.0,0.0,2.0,3.0,0.0,38.0,20.0,1.0,0,0,4,1,3602,34
3602,-46.0,35.0,4.883233224643899,3.0,0.0,40.0,25.0,1.0,0,1,4,1,3603,39
3605,-238.0,74.0,2.0,4.0,0.0,45.0,43.0,0.0,2,2,1,1,3606,23
3606,34.0,22.0,1.0,4.0,0.0,42.0,24.0,0.0,0,1,4,1,3607,48
3607,0.0,0.0,0.0,4.0,0.0,4.0,20.0,1.0,0,0,4,1,3608,1
3609,148.0,107.0,4.0,1.0,0.0,54.0,38.0,0.0,5,4,0,0,3610,23
3610,0.0,0.0,2.0,1.0,0.0,25.0,20.0,1.0,0,0,4,0,3611,4
3611,0.0,0.0,1.0,1.0,0.0,34.0,20.0,1.0,0,0,4,0,3612,4
3612,0.0,0.0,1.0,1.0,0.0,0.0,20.0,1.0,0,0,4,0,3613,34
3613,-10.0,125.0,0.0,1.0,0.0,32.0,32.0,1.0,0,1,2,0,3614,23
3614,-28.0,22.0,4.883233224643899,1.0,0.0,3.0,23.0,0.0,0,0,4,0,3615,23
3616,0.0,0.0,7.0,3.0,0.0,28.329381850668316,20.0,1.0,0,0,4,0,3617,34
3617,-28.0,40.0,6.0,3.0,0.0,42.0,24.0,0.0,0,1,4,0,3618,23
3618,166.0,181.0,3.0,4.0,0.0,6.0,44.0,1.0,4,5,1,0,3619,23
3619,-138.0,13.0,1.0,4.0,0.0,21.0,33.0,0.0,2,4,2,0,3620,26
3620,0.0,0.0,10.0,4.0,0.0,52.0,20.0,1.0,0,0,4,1,3621,4
3621,0.0,0.0,7.0,1.0,0.0,37.0,20.0,0.0,0,0,4,1,3622,34
3622,18.0,45.0,0.0,1.0,0.0,43.0,24.0,0.0,0,1,4,1,3623,23
3624,0.0,0.0,4.883233224643899,2.0,0.0,1.0,20.0,1.0,1,0,4,1,3625,34
3625,0.0,0.0,0.0,2.0,0.0,44.0,20.0,1.0,0,0,4,1,3626,1
3626,110.0,148.0,11.0,3.0,0.0,20.0,38.0,0.0,4,0,0,1,3627,52
3628,0.0,0.0,3.0,3.0,0.0,58.0,20.0,1.0,0,0,4,0,3629,34
3630,-21.0,86.0,11.0,4.0,0.0,20.0,28.0,0.0,0,1,2,1,3631,10
3631,-126.0,155.0,10.0,4.0,0.0,36.0,39.0,0.0,1,4,0,1,3632,7
3632,0.0,0.0,9.0,4.0,0.0,57.0,20.0,1.0,0,0,0,1,3633,1
3633,10.0,132.0,5.0,4.0,0.0,35.0,33.0,0.0,0,1,2,1,3634,23
3634,62.0,148.0,4.0,4.0,0.0,2.0,36.0,0.0,4,4,0,1,3635,4
3635,29.0,133.0,3.0,4.0,0.0,47.0,33.0,0.0,0,1,0,1,3636,15
3636,3.0,20.0,7.0,1.0,0.0,38.0,22.0,0.0,0,0,4,0,3637,33
3637,-2.0,137.0,5.0,1.0,0.0,8.0,33.0,0.0,0,1,2,1,3638,11
3638,135.0,20.0,2.0,1.0,0.0,28.329381850668316,33.0,0.0,5,4,2,1,3639,23
3639,-143.0,3.0,2.0,1.0,0.0,18.0,34.0,0.0,2,4,2,1,3640,23
3642,77.0,8.0,10.0,3.0,0.0,50.0,27.0,1.0,0,1,4,1,3643,23
3643,0.0,0.0,10.0,3.0,0.0,20.0,20.0,1.0,0,0,4,0,3644,34
3644,-38.0,36.0,9.0,3.0,0.0,3.0,25.0,0.0,0,1,4,1,3645,23
3645,-62.0,140.0,4.883233224643899,3.0,0.0,23.0,35.0,0.0,0,4,2,1,3646,16
3646,0.0,0.0,8.0,3.0,0.0,3.0,20.0,1.0,0,0,4,1,3647,1
3648,95.0,28.0,4.0,3.0,0.0,27.0,29.0,1.0,5,4,2,1,3649,23
3652,128.0,48.0,5.0,1.0,0.0,54.0,33.0,0.0,5,4,2,0,3653,20
3653,-115.0,74.0,1.0,1.0,0.0,24.0,36.0,0.0,5,4,0,0,3654,44
3654,153.0,-9.0,9.0,2.0,0.0,31.0,35.0,0.0,5,4,2,0,3655,30
3655,-11.0,227.0,0.0,2.0,0.0,41.0,35.0,1.0,0,4,0,0,3656,51
3656,-153.0,109.0,0.0,2.0,0.0,1.0,38.0,0.0,2,4,0,0,3657,23
3657,0.0,0.0,4.883233224643899,3.0,0.0,39.0,20.0,0.0,0,0,4,0,3658,26
3658,159.0,143.0,9.0,3.0,0.0,49.0,41.0,1.0,4,4,0,0,3659,54
3660,0.0,0.0,1.0,3.0,0.0,11.0,20.0,0.0,0,0,4,0,3661,34
3661,-75.0,168.0,0.0,3.0,0.0,38.0,38.0,1.0,1,4,0,0,3662,39
3662,141.0,187.0,11.0,4.0,0.0,36.0,43.0,0.0,4,4,0,0,3663,23
3664,195.0,91.0,7.0,4.0,0.0,59.0,41.0,1.0,5,4,0,0,3665,23
3665,133.0,74.0,11.0,1.0,0.0,1.0,39.0,0.0,4,4,0,0,3666,23
3666,-120.0,189.0,9.0,1.0,0.0,59.0,42.0,1.0,1,4,0,0,3667,25
3667,176.0,2.0,8.0,1.0,0.0,27.0,37.0,0.0,5,4,0,0,3668,43
3668,21.0,46.0,7.0,1.0,0.0,55.0,25.0,0.0,0,1,0,0,3669,23
3670,0.0,0.0,6.0,1.0,0.0,19.0,20.0,0.0,0,0,4,0,3671,34
3672,18.0,115.0,3.0,1.0,0.0,16.0,31.0,0.0,0,1,2,0,3673,30
3673,0.0,0.0,1.0,1.0,0.0,17.0,20.0,1.0,0,0,2,0,3674,34
3674,31.0,141.0,0.0,1.0,0.0,1.0,34.0,1.0,0,4,2,0,3675,7
3675,1.0,201.0,11.0,2.0,0.0,31.0,35.0,0.0,0,4,0,0,3676,23
3676,112.0,169.0,9.0,2.0,0.0,6.0,40.0,0.0,4,4,0,0,3677,23
3677,-72.0,61.0,4.0,2.0,0.0,46.0,29.0,0.0,2,1,2,0,3678,23
3678,0.0,82.0,2.0,2.0,0.0,43.0,28.0,0.0,0,1,2,0,3679,23
3680,102.0,13.0,1.0,2.0,0.0,28.329381850668316,30.0,0.0,5,4,2,0,3681,23
3682,158.0,-9.0,0.0,2.0,0.0,20.0,35.0,0.0,5,4,2,0,3683,23
3683,-85.0,138.0,11.0,2.0,0.0,25.0,36.0,0.0,1,4,0,0,3684,23
3686,-74.0,66.0,5.0,3.0,0.0,57.0,29.0,0.0,2,1,2,0,3687,23
3687,-89.0,161.0,4.0,3.0,0.0,21.0,38.0,0.0,1,4,0,0,3688,7
3689,0.0,0.0,8.0,4.0,0.0,28.0,20.0,1.0,0,0,4,0,3690,34
3691,130.0,0.0,4.0,4.0,0.0,28.0,33.0,0.0,5,4,2,0,3692,23
3692,190.0,26.0,4.0,4.0,0.0,9.0,39.0,1.0,5,4,0,0,3693,23
3693,177.0,63.0,2.0,4.0,0.0,56.0,38.0,0.0,5,4,0,0,3694,23
3694,-29.0,38.0,11.0,4.0,0.0,51.0,24.0,0.0,0,1,4,0,3695,13
3696,113.0,35.0,8.0,1.0,0.0,9.0,31.0,0.0,5,4,2,0,3697,44
3698,117.0,87.0,0.0,1.0,0.0,2.0,34.0,0.0,5,4,2,0,3699,23
3699,153.0,-3.0,9.0,2.0,0.0,35.0,35.0,0.0,5,4,2,0,3700,51
3700,0.0,0.0,7.0,2.0,0.0,45.0,20.0,0.0,0,0,4,0,3701,34
3701,0.0,0.0,7.0,2.0,0.0,31.0,20.0,1.0,0,0,4,0,3702,52
3702,103.0,189.0,5.0,2.0,0.0,27.0,41.0,0.0,4,4,0,0,3703,23
3703,0.0,0.0,5.0,2.0,0.0,20.0,20.0,1.0,0,0,4,0,3704,1
3705,-174.0,-9.0,1.0,2.0,0.0,33.0,37.0,0.0,2,4,0,0,3706,23
3706,-123.0,105.0,11.0,3.0,0.0,37.0,36.0,1.0,1,4,0,0,3707,23
3707,146.0,13.0,8.0,3.0,0.0,24.0,34.0,0.0,5,4,2,0,3708,23
3708,0.0,0.0,8.0,3.0,0.0,3.0,20.0,0.0,0,0,4,0,3709,33
3709,-33.0,0.0,7.0,3.0,0.0,2.0,23.0,0.0,0,0,4,0,3710,46
3710,164.0,5.0,3.0,3.0,0.0,42.0,36.0,0.0,5,4,0,0,3711,48
3713,179.0,201.0,0.0,3.0,0.0,50.0,46.0,1.0,4,5,1,0,3714,3
3714,0.0,0.0,0.0,3.0,0.0,23.0,20.0,1.0,0,0,4,0,3715,34
3716,0.0,0.0,11.0,4.0,0.0,49.0,20.0,1.0,0,0,4,0,3717,51
3717,-141.0,12.0,9.0,4.0,0.0,11.0,34.0,1.0,2,4,2,0,3718,23
3719,0.0,0.0,8.0,4.0,0.0,13.0,20.0,1.0,0,0,4,0,3720,1
3721,0.0,243.0,5.0,4.0,0.0,48.0,45.0,0.0,4,5,1,0,3722,23
3725,89.0,261.0,0.0,4.0,0.0,2.0,47.0,0.0,4,4,1,0,3726,23
3727,-241.0,-3.0,0.0,5.0,0.0,19.0,44.0,1.0,2,2,1,0,3728,30
3728,0.0,0.0,0.0,5.0,0.0,8.0,20.0,1.0,0,0,4,0,3729,26
3729,72.0,114.0,10.0,1.0,0.0,59.0,33.0,0.0,5,1,2,0,3730,23
3730,108.0,137.0,4.883233224643899,1.0,0.0,42.0,37.0,1.0,4,4,0,0,3731,4
3731,-3.0,189.0,4.883233224643899,1.0,0.0,11.0,38.0,1.0,0,4,0,0,3732,43
3734,72.0,135.0,5.0,1.0,0.0,2.0,35.0,0.0,0,1,2,0,3735,23
3736,197.0,28.0,2.0,1.0,0.0,46.0,39.0,1.0,5,4,0,0,3737,30
3737,0.0,0.0,1.0,1.0,0.0,30.0,20.0,0.0,0,0,4,0,3738,34
3738,67.0,127.0,8.0,2.0,0.0,14.0,34.0,0.0,0,1,2,0,3739,39
3739,-75.0,141.0,4.0,2.0,0.0,28.329381850668316,35.0,1.0,0,4,2,0,3740,23
3740,158.0,8.0,4.0,2.0,0.0,15.0,35.0,1.0,5,4,2,0,3741,23
3742,-151.0,209.0,0.0,2.0,0.0,34.0,45.0,1.0,1,5,1,0,3743,30
3743,-20.0,61.0,0.0,2.0,0.0,0.0,26.0,0.0,0,1,4,0,3744,39
3744,-172.0,71.0,7.0,2.0,0.0,58.0,38.0,1.0,2,4,0,0,3745,23
3745,44.0,169.0,7.0,3.0,0.0,1.0,37.0,0.0,0,4,0,0,3746,3
3746,176.0,17.0,5.0,3.0,0.0,49.0,37.0,0.0,5,4,0,0,3747,32
3747,0.0,0.0,2.0,3.0,0.0,54.0,20.0,0.0,0,0,4,0,3748,34
3748,130.0,74.0,4.883233224643899,4.0,0.0,28.0,34.0,0.0,5,4,2,0,3749,23
3749,-3.0,59.0,6.0,4.0,0.0,55.0,25.0,0.0,0,1,4,0,3750,7
3750,-100.0,41.0,5.0,4.0,0.0,50.0,30.0,1.0,2,4,2,0,3751,23
3751,-120.0,20.0,5.0,4.0,0.0,3.0,32.0,0.0,2,4,2,0,3752,23
3752,47.0,94.0,0.0,4.0,0.0,20.0,30.0,0.0,0,1,2,0,3753,39
3753,0.0,0.0,0.0,5.0,0.0,33.0,20.0,1.0,0,0,4,0,3754,34
3754,3.0,204.0,9.0,1.0,0.0,49.0,35.0,1.0,0,4,0,1,3755,39
3755,130.0,135.0,9.0,1.0,0.0,13.0,38.0,1.0,4,4,0,1,3756,23
3756,-159.0,-3.0,3.0,1.0,0.0,15.0,35.0,1.0,2,4,2,1,3757,23
3757,-105.0,2.0,1.0,1.0,0.0,25.0,30.0,0.0,2,4,2,1,3758,23
3758,0.0,74.0,10.0,2.0,0.0,58.0,20.0,0.0,0,0,4,1,3759,34
3759,138.0,3.0,10.0,2.0,0.0,23.0,33.0,1.0,0,4,2,1,3760,7
3761,0.0,127.0,8.0,2.0,0.0,43.0,38.0,0.0,4,4,0,1,3762,23
3762,8.0,48.0,8.0,2.0,0.0,38.0,24.0,0.0,0,1,4,1,3763,22
3763,-23.0,133.0,6.0,2.0,0.0,28.0,33.0,1.0,0,1,2,1,3764,39
3765,0.0,74.0,0.0,2.0,0.0,18.0,20.0,0.0,0,0,4,1,3766,34
3766,-163.0,59.0,11.0,3.0,0.0,27.0,37.0,0.0,2,4,4,1,3767,23
3767,0.0,0.0,11.0,3.0,0.0,21.0,20.0,1.0,0,4,4,1,3768,34
3768,21.0,64.0,4.0,3.0,0.0,22.0,26.0,0.0,0,4,4,1,3769,23
3770,-209.0,148.0,10.0,4.0,0.0,28.0,45.0,0.0,1,5,1,1,3771,23
3771,-52.0,99.0,8.0,4.0,0.0,17.0,31.0,0.0,1,1,2,1,3772,12
3772,-140.0,140.0,7.0,4.0,0.0,19.0,39.0,0.0,1,4,0,1,3773,23
3774,-125.0,86.0,5.0,4.0,0.0,38.0,35.0,0.0,2,4,2,1,3775,23
3775,-6.0,252.0,4.0,4.0,0.0,3.0,45.0,1.0,2,5,1,1,3776,41
3778,190.0,114.0,11.0,1.0,0.0,45.0,42.0,1.0,5,4,0,0,3779,23
3781,0.0,0.0,7.0,1.0,0.0,14.0,20.0,1.0,0,0,4,0,3782,41
3784,0.0,0.0,3.0,1.0,0.0,12.0,20.0,1.0,0,0,4,0,3785,1
3785,0.0,0.0,2.0,1.0,0.0,16.0,20.0,1.0,0,0,4,0,3786,34
3786,57.0,81.0,0.0,1.0,0.0,8.0,29.0,1.0,5,1,2,0,3787,23
